Hindi,Transliteration
ऊर्जावर्धक,oorjāvardhak
पंचरीक,pncarīk
अनचेताया,anacêtāyā
प्रॉसिक्यूटर,prŏśikyūṭar
प्रॉसिक्यूटरों,prŏśikyūṭarôn
संकल्पपूर्वक,śnkalpapūrvak
पुतलीघर,putalīghar
दंतपीड़ा,dntapīā
ततराना,tatarānā
प्रारब्धीय,prārabdhīy
एक्ज़क्यूज़,akkyū
सुपरपावर,śuparapāvar
विकंप,viknp
विकंपी,viknpī
लेखाक्षर,lêkhākshhar
खार्कार,khārkār
खार्कारों,khārkārôn
कर्सीमर,karśīmar
बाहुयुद्ध,bāhuyuddh
सरःप्रिय,śarḥ priy
कार्य-कारण,kāryakāraṇ
सत्याग्रह,śatyāgrah
सत्याग्रहों,śatyāgrahôn
सत्याग्रही,śatyāgrahī
आदा,aadā
आदाता,aadātā
आदी,aadī
आदि,aadi
आदिकर्ता,aadikartā
आदिओं,aadion
आदिों,aadiôn
अकौमार्य,akaumāry
धसाऊ,dhaśāoo
वॉसिली,vŏśilī
ललिता-षष्ठी,lalitāshhshahṭhī
उपवृंद,upavrind
नच्छत्र,nacchatr
कुटिंया,kuṭinyā
कांस्टेबल,kānśṭêbal
कांस्टेबलों,kānśṭêbalôn
आडियोग्राफ,aaḍiyôgrāf
लोभ्य,lôbhy
लोभ्यता,lôbhyatā
वेधालय,vêdhālay
अनन्तवीर्य,anantavīry
आडियोग्राम,aaḍiyôgrām
हाइजैक,hāejaik
अलौकिक-सा,alaukikaśā
बोदरी,bôdarī
मीद्वान,mīdvān
वॉंग,vŏng
जंबु-खंड,jnbukhnḍ
कालपर्यय,kālaparyay
चक्ररद,cakrarad
कदामत,kadāmat
उद्योग-सांख्यिकीविद्,udyôgaśānkhyikīvid
शैलात्मजा,shailātmajā
शैलात्मजे,shailātmajê
शैलात्मजों,shailātmajôn
तलवारिया,talavāriyā
तलवारियाएँ,talavāriyāan̐
तलवारियाओं,talavāriyāon
जुठौली,juṭhaulī
परिष्वजन,parishhvajan
गँडूर,gn̐ḍūr
पैरामाउन्ट,pairāmāunṭ
कुंकन,kunkan
कुंकनी,kunkanī
असंकल्पित,aśnkalpit
ठकुआ,ṭhakuaa
एस्टटीन,aśṭaṭīn
प्रयासपूर्वक,prayāśapūrvak
भवसागर,bhavaśāgar
भवसागरों,bhavaśāgarôn
गोल्डेन,gôlḍên
ठहर-ठहरकर,ṭhahaarṭahaharakar
अगूढ,agūḍh
मागधपुर,māgdahapur
प्रभावशाली,prbahāvsahālī
अप्रभावशाली,aprbahāvsahālī
म्याँमार,myān̐mār
मदद्विप,madadvip
मैंगनीज,mainganīj
सौर्बेट,śaurbêṭ
ठकुए,ṭhakua
धसान,dhaśān
धसानें,dhaśānên
धसानों,dhaśānôn
सबसैक्शन,śabaśaikshan
वंदनमालिका,vndanamālikā
वॉलीबॉल,vŏlībŏl
गौरिल्ला,gaurillā
सुदुःखित,śuduḥ khit
किररा,kirarā
किरराइयो,kirarāeyô
किररावे,kirarāvê
किरराई,kirarāi
किरराकर,kirarākar
किरराना,kirarānā
किरराने,kirarānê
किरराता,kirarātā
किरराती,kirarātī
किरराते,kirarātê
किरराए,kirarāa
किरराएगा,kirarāagā
किरराएगी,kirarāagī
किरराएँगीं,kirarāan̐gīn
किरराएँगे,kirarāan̐gê
किरराऊँ,kirarāoon̐
किरराऊँगा,kirarāoon̐gā
किरराऊँगी,kirarāoon̐gī
किरराऊँगीं,kirarāoon̐gīn
किरराइए,kirarāea
किरराइएगा,kirarāeagā
किरराइएगी,kirarāeagī
किरराओ,kirarāo
किरराओगे,kirarāogê
किरराओगी,kirarāogī
देशांतर,dêshāntar
देशांतरों,dêshāntarôn
देशांतरी,dêshāntarī
पिनपिनाहट,pinapināhaṭ
वेल्डर,vêlḍar
वेल्डरों,vêlḍarôn
कलामृत,kalāmrit
गमगुसार,gamaguśār
आक्सीजनहीन,aakśījanahīn
सोमाभा,śômābhā
तत्कालिक,tatkālik
जलाधार,jalādhār
आर्टीफिसर,aarṭīfiśar
आर्टीफिसरों,aarṭīfiśarôn
कैपसूल,kaipaśūl
न्यूकासिल,nyūkāśil
तामलोट,tāmalôṭ
एजेन्ट,ajênṭ
संगकारा,śngakārā
धसाव,dhaśāv
चेतनायुक्त,cêtanāyukt
चेतनायुक्तता,cêtanāyuktatā
वकुल,vakul
वकुला,vakulā
वकुली,vakulī
गोची,gôcī
पोज़,pô
पोज़ों,pôôn
लवाज़िमात,lavāimāt
एशट्रे,ashaṭrê
छाडना,chāḍanā
हिमाक़त,himāt
अंतवह्नि,antavahni
वार्षिक,vārshhik
वार्षिकी,vārshhikī
वार्षिकों,vārshhikôn
अपीलिंग,apīling
बैलूनिस्ट,bailūniśṭ
भटुला,bhaṭulā
भटुली,bhaṭulī
पदाधिकारार्थ,padādhikārārth
हिताधिकारिक,hitādhikārik
तत्कालित,tatkālit
वितानन,vitānan
वितानना,vitānanā
पुष्पदंतनाथ,pushhpadntanāth
माइट्रल,māeṭral
वाइब्स,vāebś
प्रवंचनशील,pravncansahīl
प्रवंचनशीलता,pravncansahīlatā
गुहार,guhār
गुहारियो,guhāriyô
गुहारो,guhārô
गुहारोगे,guhārôgê
गुहारोगी,guhārôgī
गुहारे,guhārê
गुहारेगी,guhārêgī
गुहारेगा,guhārêgā
गुहारें,guhārên
गुहारेंगे,guhārêngê
गुहारेंगें,guhārêngên
गुहारेंगी,guhārêngī
गुहारेंगीं,guhārêngīn
गुहारूँ,guhārūn̐
गुहारूँगी,guhārūn̐gī
गुहारूँगा,guhārūn̐gā
गुहारी,guhārī
गुहारीं,guhārīn
गुहारिए,guhāria
गुहारिएगी,guhāriagī
गुहारिएगा,guhāriagā
गुहारने,guhāranê
गुहारना,guhāranā
गुहारते,guhāratê
गुहारती,guhāratī
गुहारतीं,guhāratīn
गुहारता,guhāratā
गुहारों,guhārôn
ख़ैरात,airāt
ख़ैराती,airātī
ख़ैरातें,airātên
ख़ैरातों,airātôn
पुश्तक,pushtak
लोअर,lôar
निर्वेष्टन,nirvêshhṭan
निशातैल,nishātail
जार्ज्स,jārjś
आठीनी,aaṭhīnī
बाल्मीकि,bālmīki
स्टर्नपोस्ट,śṭarnapôśṭ
खंजनाक्ष,khnjanākshh
खंजनाक्षा,khnjanākshhā
ठकुर,ṭhakur
पीलियापन,pīliyāpan
आकर्षण-शक्ति,aakarshhaaṇsahakti
आकर्षण-शक्तियाँ,aakarshhaaṇsahaktiyān̐
आकर्षण-शक्तिओं,aakarshhaaṇsahaktion
छीछ,chīch
छीछा,chīchā
छीछी,chīchī
वार्षिण,vārshhiṇ
ऐक्प्रैशनिस्ट,aekpraishaniśṭ
छीज,chīj
छीजियो,chījiyô
छीजो,chījô
छीजोगे,chījôgê
छीजोगी,chījôgī
छीजे,chījê
छीजेगी,chījêgī
छीजेगा,chījêgā
छीजें,chījên
छीजेंगे,chījêngê
छीजेंगें,chījêngên
छीजेंगी,chījêngī
छीजेंगीं,chījêngīn
छीजूँ,chījūn̐
छीजूँगी,chījūn̐gī
छीजूँगा,chījūn̐gā
छीजी,chījī
छीजीं,chījīn
छीजिए,chījia
छीजिएगी,chījiagī
छीजिएगा,chījiagā
छीजने,chījanê
छीजना,chījanā
छीजते,chījatê
छीजती,chījatī
छीजतीं,chījatīn
छीजता,chījatā
छीजकर,chījakar
छीजा,chījā
अनुषत्कि,anushhatki
ऐक्टोमिर,aekṭômir
बारुद,bārud
बारुदी,bārudī
क्षारत्रय,kshhāratray
छीट,chīṭ
छीटियो,chīṭiyô
छीटो,chīṭô
छीटोगे,chīṭôgê
छीटोगी,chīṭôgī
छीटे,chīṭê
छीटेगी,chīṭêgī
छीटेगा,chīṭêgā
छीटें,chīṭên
छीटेंगे,chīṭêngê
छीटेंगें,chīṭêngên
छीटेंगी,chīṭêngī
छीटेंगीं,chīṭêngīn
छीटूँ,chīṭūn̐
छीटूँगी,chīṭūn̐gī
छीटूँगा,chīṭūn̐gā
छीटी,chīṭī
छीटीं,chīṭīn
छीटिए,chīṭia
छीटिएगी,chīṭiagī
छीटिएगा,chīṭiagā
छीटने,chīṭanê
छीटना,chīṭanā
छीटते,chīṭatê
छीटती,chīṭatī
छीटतीं,chīṭatīn
छीटता,chīṭatā
छीटकर,chīṭakar
छीटों,chīṭôn
छीटा,chīṭā
बीमारदारी,bīmāradārī
कृषि-शास्त्र,krishhishāśtr
स्तोमीय,śtômīy
किर्याणी,kiryāṇī
वार्द्धक्य,vārddhaky
वार्द्धक्यों,vārddhakyôn
एकार्थ,akārth
एकार्थता,akārthatā
एकार्थी,akārthī
सद्‌भावपूर्ण,śadbhāvapūrṇ
भूताभिषंग,bhūtābhishhng
बोहीमियाई,bôhīmiyāi
स्वंग,śvng
चौंका,caunkā
चौंके,caunkê
चौंकों,caunkôn
चौंकाने,caunkānê
चौंकाों,caunkāôn
चौंकी,caunkī
सूपाबेना,śūpābênā
उजीर,ujīr
जातनिकाला,jātanikālā
कासुंदा,kāśundā
तोबड़ा,tôbā
तोबड़े,tôbê
तोबड़ों,tôbôn
छीन,chīn
छीनियो,chīniyô
छीनो,chīnô
छीनोगे,chīnôgê
छीनोगी,chīnôgī
छीने,chīnê
छीनेगी,chīnêgī
छीनेगा,chīnêgā
छीनें,chīnên
छीनेंगे,chīnêngê
छीनेंगें,chīnêngên
छीनेंगी,chīnêngī
छीनेंगीं,chīnêngīn
छीनूँ,chīnūn̐
छीनूँगी,chīnūn̐gī
छीनूँगा,chīnūn̐gā
छीनी,chīnī
छीनीं,chīnīn
छीनिए,chīnia
छीनिएगी,chīniagī
छीनिएगा,chīniagā
छीनने,chīnanê
छीनना,chīnanā
छीनते,chīnatê
छीनती,chīnatī
छीनतीं,chīnatīn
छीनता,chīnatā
छीनकर,chīnakar
छीनों,chīnôn
छीना,chīnā
चिक्करना,cikkaranā
अदन्त,adant
परावत,parāvat
पापड़ं,pāpn
छीप,chīp
छीपियो,chīpiyô
छीपो,chīpô
छीपोगे,chīpôgê
छीपोगी,chīpôgī
छीपे,chīpê
छीपेगी,chīpêgī
छीपेगा,chīpêgā
छीपें,chīpên
छीपेंगे,chīpêngê
छीपेंगें,chīpêngên
छीपेंगी,chīpêngī
छीपेंगीं,chīpêngīn
छीपूँ,chīpūn̐
छीपूँगी,chīpūn̐gī
छीपूँगा,chīpūn̐gā
छीपी,chīpī
छीपीं,chīpīn
छीपिए,chīpia
छीपिएगी,chīpiagī
छीपिएगा,chīpiagā
छीपने,chīpanê
छीपना,chīpanā
छीपते,chīpatê
छीपती,chīpatī
छीपतीं,chīpatīn
